time,lat,long,ele,newpos,rsrq,cell_id,sinr,signal,pci,rssi,netmode,technology,rsrp,datarate,file,line,trip,predecessor,dlong,dlat,predecessor2
2018-04-18 05:37:37,47.8565,13.1316,589.0,True,-11.0,706823,9.0,4.0,271.0,-57.0,19.0,LTE,-76.0,54345630.0,2018-04-18-0730,440,2018-04-18-0730,1.0,-0.0003633499,7.6293945e-06,
2018-04-18 05:37:38,47.856506,13.13124,588.0,True,-11.0,706823,13.0,4.0,271.0,-57.0,19.0,LTE,-75.0,53309024.0,2018-04-18-0730,441,2018-04-18-0730,1.0,-0.0003604889,7.6293945e-06,
2018-09-03 15:46:09,47.85265,13.107607,563.0,True,-10.0,710662,9.0,4.0,282.0,-53.0,19.0,LTE,-71.0,14129120.0,2018-09-03-1736,461,2018-09-03-1736,1.0,0.00038814545,6.484985e-05,
2018-09-03 15:46:10,47.852715,13.108002,563.0,False,-10.0,710662,10.0,4.0,282.0,-53.0,19.0,LTE,-72.0,21394888.0,2018-09-03-1736,462,2018-09-03-1736,1.0,0.00039482117,6.484985e-05,
2019-01-03 22:19:46,47.847473,13.318873,536.1,True,-13.0,803848,-1.0,2.0,239.0,-55.0,19.0,LTE,-79.0,5446400.0,2019-01-03-2319,37,2019-01-03-2248,1.0,0.00010681152,4.9591064e-05,
2019-01-03 22:19:47,47.847523,13.318985,536.0,True,-14.0,803848,0.0,2.0,239.0,-55.0,19.0,LTE,-79.0,5601328.0,2019-01-03-2319,38,2019-01-03-2248,1.0,0.000111579895,4.9591064e-05,
2019-01-03 22:19:48,47.847576,13.3191,535.9,True,-15.0,803848,-6.0,2.0,239.0,-55.0,19.0,LTE,-81.0,4724160.0,2019-01-03-2319,39,2019-01-03-2248,1.0,0.00011539459,5.340576e-05,
2019-03-13 06:33:47,47.854553,13.221231,596.3,True,-11.0,706056,21.0,5.0,269.0,,19.0,LTE,-68.0,88533896.0,2019-03-13-0724,531,2019-03-13-0724,1.0,-0.00039482117,0.000118255615,
2019-03-13 06:33:48,47.854656,13.220834,596.6,True,-10.0,706056,26.0,5.0,269.0,,19.0,LTE,-67.0,90611990.0,2019-03-13-0724,532,2019-03-13-0724,1.0,-0.0003976822,0.000102996826,
